,has_issues,stargazers_count,forks,size,has_downloads,archived,has_projects,has_wiki,open_issues_count,has_pages
473,1,22907,-0.4398829996749555,-0.22239825144776043,1,0,1,1,-0.39642869127205815,1
265,1,30850,-0.2453477035036631,-0.24648345733979438,1,0,1,1,-0.25574304937034004,1
661,1,19624,-0.4553875157867001,2.695038400735185,1,0,1,1,2.740861123136257,0
542,1,21382,0.38728956074820997,-0.29561717091735645,1,0,1,1,-0.2651220921637879,0
716,1,18460,0.02419234582359074,2.5952142565933367,1,0,1,1,-0.22760592098999638,0
84,1,53743,0.6557694722216693,-0.23838054584479454,1,0,1,0,-0.3326512002766126,0
295,1,29147,-0.5804837825344522,-0.29455274904609213,1,0,1,1,-0.22948172954868595,1
381,1,25318,-0.1507304000525032,-0.31580925381524105,1,0,0,0,-0.3251479660418543,0
444,1,23765,-0.5979760571220616,-0.29664699907780473,1,0,1,1,-0.3936149784340238,1
481,1,22793,-0.18041425995874943,-0.2711461120969892,1,0,0,0,-0.02783230948955659,0
591,1,20551,-0.49633534038951305,-0.3155218599099997,1,0,1,1,-0.39924240411009254,0
754,1,17951,-0.5069367189274582,-0.25489505117746086,1,0,1,0,-0.0193911709754535,0
697,1,18767,-0.617191055722087,-0.1310123116903602,1,0,1,1,0.09972267250133456,0
879,1,16394,1.0755840623242947,0.3699259093640652,1,0,1,1,0.09409524682526582,0
269,1,30660,0.6883687112258504,0.10511105306688731,1,0,0,1,-0.16476633427389561,1
731,1,18290,-0.5200559248681652,1.1987539657521153,1,0,1,1,-0.40674563834485084,1
75,1,55143,-0.3933694513397214,0.43288380199467297,1,0,1,1,1.088273782930741,0
880,1,16388,-0.6272623653331348,-0.29628509564157485,1,0,1,1,-0.26043257076706394,0
59,1,62060,0.022204587347726037,0.784417108143757,1,0,1,0,0.681223325695103,0
832,1,16894,-0.1486101243449142,10.254770092719449,1,0,1,1,-0.41987629825567785,0
221,1,33473,-0.43577496549150174,-0.28066736573544876,1,0,0,1,-0.3514092858635084,0
272,1,30439,0.24867653636457795,0.532173074146211,0,0,1,1,0.3707770092319782,1
199,1,35916,-0.39986279569421274,-0.2650815684854606,1,0,1,0,0.2338429844476392,0
874,1,16490,-0.35520448860311904,0.7544722598504128,1,0,1,1,1.3077433842974213,0
320,1,27768,0.6205198885830019,-0.3128661273411952,0,0,0,0,-0.15257357864241336,1
833,1,16874,-0.49037206496191893,-0.19001587706922093,1,0,1,1,0.24603574007912143,0
234,0,32292,-0.30047487190097755,-0.31519987229394225,1,0,0,0,-0.4255037239317466,1
291,1,29291,-0.4761927211674174,-0.2160702634230939,1,0,1,0,-0.28950760342675236,0
605,1,20276,-0.5154178217578141,-0.3003059492602759,1,0,1,0,-0.3401544345113709,0
426,1,24207,-0.6627769834352509,-0.1828789284223935,1,0,0,0,-0.20509621828572147,0
563,1,20978,-0.3253881114651485,0.09973838367168053,1,0,1,0,0.01812500019833801,0
771,1,17720,-0.2864280453382003,-0.2742116470862305,1,0,0,0,-0.2594946664877192,0
777,1,17620,0.19739236768726862,1.4030298281211337,1,0,1,1,-0.3804843185231968,0
82,1,54266,1.2004152946085982,-0.24410979656687487,1,0,0,0,-0.4245658196524018,1
867,1,16572,-0.17763139809253886,-0.31447872647616065,1,0,1,1,-0.41331096830026437,1
982,1,15460,-0.36673348776313436,0.6130531700342321,1,0,1,1,-0.16007681287717165,0
575,1,20738,-0.6182511935758815,-0.29889825133552883,1,0,1,1,-0.12818806737944888,0
914,1,16100,0.07878944529400794,7.828630660491953,1,0,1,1,7.383487305892956,0
906,1,16176,-0.6375987094076313,-0.312863466286517,1,0,0,0,-0.22948172954868595,0
960,1,15633,-0.3846233140459167,-0.3119799961333676,1,0,1,1,-0.3870496484786103,0
36,0,80041,2.3119698343121406,-0.316437262719287,1,0,0,0,-0.40486982978616126,0
660,1,19631,0.027902828311871523,-0.2985762637194713,1,0,1,1,0.0884678211491971,0
262,1,31042,0.29532260193153637,-0.3076956981015286,1,0,0,1,-0.3514092858635084,1
980,1,15477,-0.6723182241194015,-0.31633880369619505,1,0,1,1,-0.4058077340655061,1
893,1,16272,-0.4569777225673919,-0.2812368314365752,1,0,1,1,-0.27919065635395973,1
434,1,23972,-0.45724275703084055,-0.3181429987679881,1,0,1,1,-0.3748568928471281,0
338,1,26912,-0.5530527155675192,-0.31829733993932147,1,0,1,1,-0.2885696991474076,1
565,1,20932,0.1377596134113275,1.4114307777400876,1,0,1,1,-0.3335891045559574,0
86,1,53214,0.39404793956615,-0.2955533056050806,1,0,0,1,-0.2651220921637879,0
53,1,66351,0.07600658342779736,-0.16044623748549747,1,0,1,0,-0.379546414243852,0
939,1,15853,-0.6099026079772498,-0.23403504355535787,1,0,1,1,-0.07660333201548555,0
871,1,16518,-0.5633890596420157,-0.2945287995539887,1,0,1,1,-0.348595573025474,0
602,1,20333,-0.20678518907188784,-0.28656160184757506,1,0,0,1,-0.32889958315923346,0
530,0,21578,-0.5355604409799098,-0.31172453488426416,1,0,0,0,-0.41331096830026437,0
71,1,55513,1.1069906462429573,-0.29577417314336796,1,0,0,0,-0.40205611694812693,0
175,0,38166,1.7169674638699726,0.693597973032805,1,0,0,0,0.9147614912519552,0
765,1,17785,-0.5449691644323361,-0.042234205517557626,1,0,1,1,0.11472914097085116,1
972,1,15550,-0.6484651224090251,-0.3157507106123215,1,0,1,1,-0.4245658196524018,0
688,1,18951,-0.6589339837152458,-0.29133021183083935,1,0,1,1,-0.3823601270818864,1
170,1,38716,0.1848032306734588,0.3664266224622837,1,0,1,1,0.35201892364508247,1
395,1,24924,-0.39058658947351077,-0.2672902438683341,1,0,0,1,-0.2566809536496848,1
407,1,24618,-0.6126854698434604,-0.29456339326480474,1,0,0,1,-0.41049725546223,1
127,1,44575,0.2541097428652748,-0.31680448826487323,1,0,0,0,-0.32421006176250955,0
52,1,67190,2.0029396499310415,-0.2475957781952656,1,0,0,1,-0.17789699418472263,0
749,1,17990,-0.42782393158804294,-0.19093394093318644,1,0,1,1,-0.12537435454141452,0
193,0,36569,-0.19300339697255922,2.5508012540148317,1,0,0,0,-0.2885696991474076,0
411,1,24556,-0.1576212961021675,0.6643130662996447,1,0,0,1,-0.40768354262419565,0
763,1,17810,-0.5305247861743859,-0.3148619183498158,1,0,1,1,-0.28200436919199406,0
80,1,54354,-0.1450321590883577,-0.1743050102493592,1,0,1,1,0.203830047508606,0
526,1,21605,-0.38038276263073867,-0.22050091946223174,1,0,1,0,-0.18540022841948092,0
26,1,96957,2.2086063935671763,-0.20732869880533547,1,0,0,1,-0.4189383939763331,0
46,1,70868,0.1923567128817447,-0.29220303776527606,1,0,0,0,1.083584261534017,0
153,1,40688,1.1953796398030743,-0.29191298280535655,1,0,1,1,-0.22948172954868595,0
954,1,15674,0.055731446973977375,-0.31406360194636757,1,0,1,1,-0.4264416282110914,1
334,1,27070,-0.07890606045792523,0.19858325969196564,1,0,0,1,0.38484557342215003,0
760,1,17883,-0.6845098094380383,-0.21866479173430073,1,0,1,1,-0.4245658196524018,0
287,1,29662,0.038636724081540924,-0.31842773161855137,1,0,1,1,-0.1872760369781705,0
780,1,17586,-0.5339702341992181,-0.31740854767681576,1,0,1,1,-0.42269001109371224,0
839,1,16812,0.03903427577671387,-0.2469837356192886,1,0,1,1,-0.013763745299384771,0
405,1,24697,-0.4005253818528343,-0.3177864174411146,1,0,0,0,-0.41987629825567785,1
641,0,19828,-0.15523598593112986,1.3389888862365145,1,0,1,1,-0.3729810842884385,0
635,1,19922,-0.5590159909951133,-0.3041485122155402,1,0,1,1,-0.3776706056851624,0
555,1,21052,0.26802405219632774,-0.26314165962508135,1,0,1,1,-0.14413244012831028,0
905,1,16181,-0.6825220509621737,-0.2537827303219896,1,0,1,1,-0.4264416282110914,0
471,1,22929,0.5406119978532408,-0.2532664857144264,1,0,1,1,-0.2332333466660651,0
561,1,20982,-0.6652948108380129,-0.2540940737193344,1,0,1,0,-0.41331096830026437,0
618,1,20156,-0.30935352642650654,-0.2774900664497247,1,0,1,1,-0.41049725546223,0
385,0,25197,-0.5946631263289537,-0.31770658580076977,1,0,0,0,-0.42362791537305705,1
816,1,17047,-0.4677116183370613,-0.29017797515519567,1,0,1,1,-0.3870496484786103,0
188,1,36904,-0.5824715410103168,-0.30817468794359754,1,0,0,1,-0.2191647824758933,0
495,1,22511,-0.36196286742105904,-0.31311892753562043,1,0,1,1,-0.12256064170338016,1
543,1,21368,-0.552125094945449,-0.09336104904906221,1,0,1,1,1.9511457199279454,0
384,1,25204,0.013723484517369969,-0.26835998784895476,1,0,0,0,-0.23792286806278906,0
552,1,21129,0.07865692806228362,-0.18871462133160027,1,0,1,1,-0.4058077340655061,0
932,1,15882,-0.47367489376465544,-0.061588056191821554,1,0,1,1,-0.11974692886534578,1
977,1,15491,-0.4707595146667205,-0.11235565734177443,1,0,1,1,-0.2857559863093732,0
946,1,15743,0.12212258006785849,0.30994573691831945,1,0,1,1,1.0141793448625027,0
948,1,15722,-0.15881395118768632,-0.15572818754111825,1,0,1,1,0.14661788646857393,0
549,1,21217,-0.5090569946350472,-0.31823081357236743,1,0,1,1,-0.4189383939763331,1
884,1,16333,-0.3194248360375544,-0.31007201992912625,1,0,1,0,-0.14600824868699985,1
328,1,27340,-0.4995157539508966,-0.29619728083719554,1,0,1,0,0.14474207790988436,0
160,1,40078,0.33507777144883044,-0.21176201589915147,1,0,0,0,-0.32045844464513035,1
355,1,26196,-0.6882202919263192,-0.21397335233670314,1,0,1,1,-0.4189383939763331,0
61,1,60323,1.51474616825867,0.1155956084988411,1,0,1,1,3.473364365304536,0
168,1,38910,0.1650581631465361,1.2294651977927697,1,0,1,0,5.497361800130588,0
139,1,42937,0.35760570084196375,0.19212221893339107,0,0,1,1,-0.12443645026206973,1
870,1,16535,-0.259659564529889,-0.27097314354290875,1,0,0,1,-0.22854382526934117,0
130,1,44250,0.9813643105683078,-0.015078142526926056,1,0,1,0,0.22821555877157046,0
836,1,16854,-0.6676801210090505,0.20164613362652878,1,0,0,0,0.1409904607925052,0
117,1,47258,-0.49845561609710204,-0.1418694147772565,1,0,1,1,0.29855837972242955,0
146,1,41749,0.3238138067522638,0.759836946081585,1,0,1,1,2.062756329169975,0
687,1,18965,0.07507896280572716,-0.2324969539513809,1,0,1,0,-0.35328509442219796,0
22,1,107590,0.47170303735659774,-0.31683109881165483,1,0,0,0,-0.2651220921637879,0
205,1,35248,-0.11614340257245735,0.356572736989054,1,0,1,1,0.9147614912519552,1
17,1,116403,1.7245209460782585,0.6739886611094376,1,0,1,1,4.608228543311729,0
483,0,22663,-0.3202199394279003,-0.005945402871477988,1,0,0,0,-0.24636400657689214,0
344,1,26691,1.470352895631025,3.1410684195604386,1,0,1,1,1.1736230723511165,0
604,1,20309,-0.5132975460502252,-0.29735750067687367,1,0,1,1,0.009683861684234922,0
129,0,44327,0.1458431645465106,-0.318736413961218,1,0,0,0,-0.3983044998307478,0
710,1,18552,-0.3573247643107081,-0.31831596732206857,1,0,1,0,-0.15257357864241336,1
508,1,22088,-0.27887456312991443,-0.23211908418708205,1,0,1,0,-0.24073658090082342,0
257,1,31173,-0.13045526359868323,0.04004560513117614,1,0,0,0,-0.39080126559598943,0
108,1,49002,-0.1333706426966181,-0.31094218480888486,1,0,0,0,-0.12349854598272494,0
810,1,17131,-0.6153358144779466,-0.3186193275553789,1,0,1,1,-0.40674563834485084,0
571,1,20774,1.4751235159731004,-0.3018759715203908,1,0,1,1,1.2871094901518358,0
92,1,51798,0.508145276080784,-0.27647354356266723,1,0,1,1,-0.15257357864241336,1
360,1,26076,-0.36805866008037746,-0.27478111278735695,1,0,0,1,-0.2707495178398566,0
88,1,52907,-0.12170912630487853,-0.31174582332168943,1,0,0,0,-0.42269001109371224,1
845,1,16783,-0.516610476843333,-0.31684972619440194,1,0,1,0,-0.34203024307006047,0
331,1,27208,-0.7002793600132317,-0.25577852133061024,1,0,0,0,-0.3495334773048188,0
970,1,15559,-0.7273128752849917,-0.3029776481571494,1,0,1,1,-0.4086214469035404,1
7,1,160922,2.2923572840169424,-0.12617717534014192,1,0,1,1,-0.3692294671710593,0
533,1,21486,-0.4005253818528343,0.10108221628415176,1,0,1,0,0.8941275971063698,0
475,1,22887,0.016771380847029182,-0.1684666562854743,1,0,1,1,-0.4217521068143675,0
99,1,50357,0.47872645063798636,2.080313481642601,1,0,1,0,0.03219356438850983,0
399,1,24902,-0.3506989027244924,0.25092620521138975,1,0,1,1,1.6688365318451646,0
613,1,20197,-0.2209645328663894,-0.11677833021687777,1,0,1,1,-0.38142222280254157,1
461,1,23405,0.036781482837400535,-0.2787141516016787,1,0,1,1,1.1248520498251877,0
831,1,16904,-0.27489904617818506,-0.31829201782996513,1,0,1,1,-0.30826568901364815,0
161,1,40077,0.17473192106241098,-0.1840843861916004,1,0,1,1,-0.14038082301093113,0
983,1,15456,-0.3113412849023713,-0.07950759839455677,1,0,1,1,-0.4264416282110914,1
388,1,25137,-0.05120995902754369,-0.3151812449111951,0,0,0,0,-0.23041963382803074,0
408,1,24612,-0.6022166085372396,-0.08759188250680947,1,0,1,0,0.5302207367205922,1
725,1,18346,-0.5996987811344776,-0.06529224430382147,1,0,1,0,-0.3401544345113709,0
74,1,55163,1.345256628883273,0.5592147117856816,1,0,1,0,0.27042125134208594,0
365,1,25963,-0.5647142319592588,-0.30596601256072403,1,0,1,1,-0.39642869127205815,1
696,1,18774,-0.5851218856448032,-0.18134083881841653,1,0,0,0,-0.35516090298088754,1
500,1,22407,-0.597711022658613,-0.31311626648094226,1,0,0,1,-0.3983044998307478,0
147,1,41479,0.06527268765812795,-0.318901399351264,1,0,0,0,-0.3645399457743354,0
235,1,32210,-0.21009811986499569,-0.3162430057277813,1,0,1,0,-0.4029940212274717,0
730,1,18294,-0.40370579541421786,-0.11333492546333762,1,0,0,0,-0.3936149784340238,0
400,1,24875,-0.4545924123963543,0.00016437866957934517,1,0,1,0,-0.25386724081165046,1
936,1,15863,-0.21831418823190313,-0.30160720499789656,1,0,1,1,-0.40205611694812693,0
217,1,33819,-0.29941473404718305,-0.16931021061845128,1,0,1,1,0.14661788646857393,1
897,1,16250,0.21037905639625135,-0.21242195745933537,1,0,1,1,-0.13100178021748324,0
997,1,15259,-0.3481810753217304,0.3352709942903763,1,0,1,0,-0.4161246811382987,0
733,1,18261,-0.3848883485093653,-0.3021473990975632,1,0,1,1,-0.2932592205441315,1
198,1,36001,0.22482343465420151,-0.14810160483350923,1,0,0,0,-0.2510535279736161,0
19,1,109228,2.0000242708331064,-0.3102715990299883,1,0,0,1,-0.3148310189690616,1
908,1,16162,-0.5160804079164357,-0.16661988433883065,1,0,1,0,-0.020329075254798285,0
121,1,45922,2.052633611827659,0.010718121523165312,1,0,1,1,1.781385045366539,0
343,1,26704,-0.5743879898751337,-0.29311844057456343,1,0,1,1,-0.1113057903512427,0
616,1,20163,-0.5358254754433585,-0.27966680917646025,1,0,0,0,-0.1797728027434122,1
40,1,75740,-0.26827318459196936,-0.2218154804732432,1,0,0,0,0.1409904607925052,0
548,1,21222,-0.48109585874121696,1.5687310418755323,1,0,1,1,-0.30545197617561376,0
991,1,15360,-0.6194438486614003,-0.31414609464139054,1,0,0,1,-0.4180004896969883,0
77,1,54892,1.8529301436191183,-0.23698615319343827,0,0,1,1,-0.35797461581892187,0
460,1,23410,-0.45644765364049467,0.19687752364326452,1,0,0,0,-0.12162273742403537,1
267,0,30719,0.09257123739333656,0.8413317456002614,1,0,0,0,-0.17133166422930912,0
975,1,15508,-0.6377312266393557,-0.2767556153585523,1,0,1,0,-0.07003800206007203,0
875,1,16468,-0.29451159647338343,-0.31886148353109156,1,0,1,1,-0.42269001109371224,0
663,1,19601,-0.24786553090642505,4.132792938072106,1,0,1,1,-0.26605999644313266,1
919,1,16013,-0.23686660067330703,-0.15351152899421028,1,0,1,1,-0.2510535279736161,0
409,1,24609,-0.23050577355053997,0.34113063669168653,1,0,1,0,-0.39642869127205815,1
427,1,24205,-0.07811095706757935,-0.3165543491251261,1,0,1,1,-0.3954907869927134,1
643,1,19807,-0.48268606552190874,-0.14858857783961268,1,0,0,0,0.15599692926202183,0
33,1,86174,0.8746879390302353,0.37758974683716845,1,0,1,1,6.292704629014968,0
487,1,22615,-0.30034235466925324,-0.2677559284370123,1,0,1,1,-0.26137047504640876,1
212,1,33944,-0.5252240969054134,-0.1479951626463828,1,0,0,0,-0.3542229987015427,1
391,1,25041,-0.39045407224178647,-0.3064316971294022,1,0,1,0,-0.366415754333025,1
617,1,20159,0.09654675434506596,-0.2258602835840477,1,0,0,1,-0.38329803136123114,1
608,1,20235,-0.6582713975566242,-0.26866867019162144,1,0,1,1,-0.12443645026206973,0
194,1,36308,-0.4019830714018018,-0.20419929850381832,1,0,1,1,-0.07847914057417513,0
484,1,22654,-0.29133118291199994,-0.2847174909556096,1,0,1,0,0.10910171529478242,0
719,1,18447,-0.38117786602108455,-0.2833736583431384,1,0,1,1,-0.379546414243852,0
586,1,20608,-0.5398009923950879,-0.31400505874344803,1,0,1,0,-0.2960729333821659,1
559,1,20995,-0.45830289488463505,-0.3187630245079996,1,0,1,1,-0.3410923387907157,0
156,0,40489,0.31360997990949163,-0.30977398180517224,1,0,1,1,-0.08692027908827822,1
44,1,71395,0.44745238395104836,3.4577365873162593,1,0,1,1,4.497555838349045,0
808,1,17180,-0.26827318459196936,-0.22227318187788686,1,0,1,1,-0.13100178021748324,0
783,1,17558,-0.5105146841840146,0.6372315128400017,1,0,1,1,-0.42081420253502266,1
921,1,15994,-0.5256216486005864,-0.3100666978197699,1,0,1,0,-0.32889958315923346,0
579,1,20685,-0.45353227454255973,0.30132391976107825,1,0,1,1,0.6127563133029336,0
239,1,32099,0.0900534099905746,0.1902169037838279,1,0,1,1,-0.36829156289171455,1
824,1,16970,-0.7459978049581198,-0.1819901361598878,1,0,1,0,-0.35234719014285315,0
478,1,22844,-0.5567631980558,-0.31725154545080425,1,0,1,1,-0.3110794018516825,1
963,1,15624,-0.28457280409405994,-0.28385530923988544,1,0,1,1,-0.3504713815841636,0
319,1,27777,-0.04710192484408997,-0.24817056600574836,1,0,1,1,-0.33640281739399175,1
721,1,18436,-0.6340207441510749,-0.23686640573292103,1,0,1,1,-0.23886077234213385,1
607,1,20252,-0.6226242622227839,-0.29407642025870134,1,0,1,1,-0.348595573025474,0
909,1,16157,-0.7010744634035775,-0.2006175189070138,1,0,1,0,-0.28200436919199406,1
397,1,24908,-0.3870086242169543,0.22025755004558584,1,0,0,0,1.2130150520835976,0
834,1,16869,-0.3772023490693551,-0.19626137239886446,1,0,0,0,-0.38142222280254157,0
358,1,26189,-0.23315611818502624,-0.10989950387383195,1,0,1,0,2.435104328069856,0
856,1,16681,-0.48984199603502165,-0.3162829215479537,1,0,0,0,-0.3560988072602323,0
698,1,18757,-0.5624614390199455,-0.3107984878562642,1,0,0,1,-0.4039319255068165,1
158,1,40094,0.6959221934341363,-0.042657313211385196,1,0,1,1,0.14286626935119479,0
805,1,17281,-0.2652252882623101,-0.31469959401444797,1,0,1,1,-0.4114351597415748,1
421,1,24281,0.13033864843476592,-0.3078260897807585,1,0,1,1,-0.1431945358489655,0
599,1,20401,-0.13787622857524479,0.7662926647308034,1,0,0,0,0.27604867701815466,0
757,1,17936,-0.7080978766849662,-0.3172728338882295,1,0,0,0,-0.3823601270818864,0
583,1,20615,-0.44571375787082523,-0.2456585303895645,1,0,1,1,-0.41424887257960913,0
516,1,21911,-0.17564363961667415,-0.14659278683099203,1,0,1,1,-0.08973399192631258,0
753,1,17964,-0.610432676904147,0.09515072540653122,1,0,1,1,-0.09442351332303651,0
310,1,28148,-0.37614221121556063,0.2121439943318734,1,0,0,0,-0.11693321602731142,0
598,1,20403,-0.6778839478518227,-0.17381271513389945,1,0,1,0,-0.3945528827133686,0
651,1,19702,-0.33837480017413124,-0.31761877099639046,1,0,1,0,-0.39924240411009254,0
964,1,15616,-0.34592828238241713,0.10967210078525502,1,0,0,1,0.2929309540463608,0
371,1,25698,-0.16371708876148594,-0.30877076419150556,1,0,0,0,-0.3195205403657856,1
976,1,15499,-0.6969664292201239,-0.3140742461650802,1,0,1,1,-0.42362791537305705,0
666,1,19537,-0.6338882269193505,-0.2996593129734828,1,0,1,0,-0.3936149784340238,1
714,1,18491,-0.6762937410711309,-0.10476100729030333,1,0,0,0,-0.24355029373885778,0
192,1,36633,-0.6091075045869039,-0.23678923514725436,1,0,1,1,-0.28481808203002845,0
9,1,150317,8.94273455810162,0.1698145975663686,1,0,1,0,-0.06347267210465853,1
288,1,29523,-0.3863460380583328,-0.29915371258463225,1,0,1,0,-0.30076245477888985,0
293,1,29218,-0.5289345793936941,-0.23343896730744984,1,0,1,1,-0.3983044998307478,0
804,1,17281,-0.36964886686106924,-0.19326768588593352,1,1,0,0,1.605059040849719,0
28,1,95139,-0.12740736726902402,-0.14922723096237128,1,0,1,0,3.4658611310697776,1
382,1,25287,-0.45167703329841935,-0.276965838678127,1,0,1,1,-0.28200436919199406,0
283,1,29712,-0.30749828518236616,-0.2970355130608162,1,0,1,1,-0.3945528827133686,1
55,0,65337,1.9789540309889406,-0.29204337448458645,1,0,0,0,-0.3983044998307478,0
472,1,22907,-0.2090379820112012,-0.31878165189074675,1,0,1,1,-0.3936149784340238,0
684,1,19011,-0.6452847088476416,-0.3062933222861378,1,0,1,1,-0.23698496378344425,1
700,1,18726,-0.43710013780874485,-0.18860551808979567,1,0,0,1,-0.40674563834485084,0
567,1,20832,0.19421195412588507,-0.3117750949231492,1,0,1,1,0.03594518150588898,1
290,1,29351,0.4980739664697361,-0.19400745908646222,1,0,0,0,-0.3560988072602323,1
100,1,50217,0.8565330782840044,-0.31109386492554003,1,0,0,0,-0.4255037239317466,1
102,1,49607,2.0301056824345256,-0.16613823344208353,1,0,1,1,-0.40018030838943736,0
888,0,16319,0.40570945595788954,0.7111875444554483,1,0,0,0,0.09409524682526582,0
155,1,40577,0.5243123783511502,2.0006175550863614,1,0,1,1,-0.42362791537305705,0
89,1,52361,0.06699541167054403,-0.31764538154317207,1,0,1,1,-0.39080126559598943,0
54,1,65622,0.7201728468396857,-0.057327707652086016,1,0,1,1,4.89053773139451,1
860,1,16635,-0.4726147559108609,-0.3047791821742643,1,0,1,1,-0.15913890859782687,1
151,1,40891,-0.0033712383750664847,-0.3173420213098617,1,0,0,1,-0.4245658196524018,0
43,1,71761,2.9402340299171112,1.288593832741504,1,0,1,1,0.19351310043581332,1
584,1,20613,-0.49726296101158324,-0.28079243530532233,1,0,1,1,-0.3898633613166447,0
447,1,23742,-0.39085162393695944,0.04746728662856678,1,0,1,0,-0.20415831400637668,1
280,1,29891,0.07468141111055422,-0.3093109582911722,1,0,1,1,-0.3495334773048188,0
799,1,17334,-0.2629724953229968,-0.23401375511793257,1,0,1,1,0.048137937137371224,0
62,1,59601,2.9836996819226864,-0.04737004104640808,1,0,1,1,0.01531128736030365,0
853,1,16706,-0.6170585384903627,-0.26942174866554097,1,0,0,1,-0.30076245477888985,1
773,1,17692,-0.35918000555484847,-0.2797253523793798,1,0,0,0,-0.40486982978616126,0
781,1,17584,-0.22706032552570782,-0.26192555763716185,1,0,1,1,-0.27731484779527016,1
115,0,47357,-0.12237171246350009,-0.3073417778293332,1,0,0,0,-0.41331096830026437,1
123,1,45565,0.3379931505467653,-0.2532318920036103,1,0,1,1,-0.3251479660418543,0
840,1,16809,-0.5107797186474632,-0.28252478190080504,1,0,1,1,0.2488494529171558,0
165,1,39639,-0.13535840117248282,-0.31477942565479283,1,0,1,1,-0.15163567436306857,1
794,1,17392,-0.6499228119579925,-0.3145213033510112,1,0,1,1,-0.35328509442219796,0
998,1,15256,-0.6301777444310698,-0.3145213033510112,1,0,1,1,-0.4255037239317466,0
945,1,15745,-0.7277104269801645,-0.06105318420151122,1,0,1,0,-0.33171329599726784,0
735,0,18200,-0.3643481775920967,-0.22591084362293276,1,1,0,1,-0.25292933653230565,0
195,1,36291,0.1162918218719887,-0.3076744096641033,1,0,1,1,-0.3711052757297489,1
401,0,24864,0.3134774626777673,0.3871189836396625,1,0,0,0,-0.42362791537305705,0
766,1,17781,-0.6717881551925042,-0.11992103579178574,1,0,0,0,-0.4086214469035404,0
76,1,55085,1.8490871438991132,1.8790738826613642,1,0,1,0,2.6714562064647422,0
445,1,23758,-0.5898925059868785,-0.2716437293218053,1,0,0,1,-0.4180004896969883,1
922,0,15986,-0.6834496715842439,-0.3181456598226663,1,0,0,0,-0.3954907869927134,0
664,1,19584,-0.2886808382775136,-0.2905984217943451,0,0,0,0,0.17756872768695192,0
247,1,31507,-0.4005253818528343,-0.2233721974599673,1,0,1,1,0.3567084450418064,0
95,1,50882,-0.3536142818224273,-0.30302820819603443,1,0,1,0,-0.29138341198544193,0
380,1,25368,0.11138868429818909,-0.25423510961727697,1,0,1,1,-0.348595573025474,1
159,1,40088,-0.12979267744006165,-0.31717171381045944,1,0,1,1,-0.4245658196524018,0
819,1,17015,-0.3952246925838618,-0.2950663325989772,1,0,1,1,-0.31389311468971687,1
229,1,32810,-0.5655093353496047,-0.2890230774248739,1,0,0,1,-0.13100178021748324,0
386,1,25169,-0.3871411414486786,-0.313079011715448,1,0,0,0,-0.2829422734713389,0
476,1,22886,-0.43497986210115586,-0.24394215012215073,1,0,1,1,0.3482673065277033,0
166,1,39367,-0.3726967631907285,-0.19138365917379563,1,0,1,1,-0.2801285606333045,1
330,1,27330,1.0449725817959783,-0.12490519120398104,1,0,0,1,-0.2651220921637879,1
767,1,17774,-0.4849388584612221,-0.31781568904257435,1,0,1,0,-0.1657042385532404,0
580,1,20666,-0.23792673852710153,-0.13416300042930265,1,0,1,0,-0.379546414243852,1
717,1,18456,-0.5217786488805812,-0.3052555109616551,1,0,0,1,-0.366415754333025,0
701,1,18719,-0.6448871571524686,-0.31324133605081583,1,0,0,0,-0.32983748743857827,0
32,1,88100,2.1147841935063623,-0.2737140298614144,1,0,1,0,0.6615273358288625,1
93,1,51456,0.6618652648809877,-0.25506535867686314,1,0,1,1,-0.3401544345113709,0
681,0,19053,-0.5019010641219342,-0.31698277892831,1,0,1,0,-0.4217521068143675,0
167,1,39156,-0.1487426415766385,-0.1387559808038083,1,0,1,0,0.2741728684594651,0
206,1,35232,0.6411925767319948,0.21325631518734461,1,0,1,0,-0.4170625854176435,1
312,1,28076,0.03625141391050328,-0.18507163747719807,1,0,0,0,-0.379546414243852,1
485,1,22647,-0.3116063193658199,-0.29850175418848285,1,0,1,1,-0.36829156289171455,0
311,1,28132,-0.14569474524697928,-0.19753867864438168,1,0,0,1,0.04532422429933686,0
626,1,20076,-0.5775684034365173,-0.23719903756769112,1,0,0,1,-0.26137047504640876,1
674,1,19367,-0.7326135645539642,-0.3105110939510228,1,0,1,1,-0.41237306402091956,0
497,1,22476,-0.5798211963758306,-0.11067387078517676,1,0,1,1,-0.09817513044041568,1
260,1,31055,-0.5506674053964816,-0.2610979696322538,1,0,1,1,-0.23979867662147863,1
729,1,18303,-0.7061101182091014,-0.1863409605586808,1,0,0,0,-0.40205611694812693,0
569,1,20825,-0.5019010641219342,-0.29317964483216113,1,0,0,0,-0.4011182126687821,0
446,1,23753,-0.3411576620403418,-0.3165889428359422,1,0,0,0,-0.4011182126687821,0
876,1,16462,-0.7080978766849662,-0.3170093894750916,1,0,0,0,-0.42362791537305705,0
812,1,17118,-0.4755301350087958,1.2610226452210795,1,0,1,0,-0.4058077340655061,1
920,1,16001,-0.3626254535796806,-0.2288326816595534,1,0,1,0,-0.3382786259526813,0
211,1,34855,-0.48957696157157304,-0.28601874669323024,1,0,0,0,-0.01470164957872956,0
615,1,20170,-0.6838472232794167,-0.31103266066794233,1,0,0,0,-0.3983044998307478,0
