,has_issues,stargazers_count,forks,size,has_downloads,archived,has_projects,has_wiki,open_issues_count,has_pages
419,1,24350,-0.23130087694088586,-0.26837595417702376,1,0,0,1,1.0995286342828783,0
240,1,31845,0.16254033574377413,-0.28304634861772454,1,0,1,0,-0.3945528827133686,0
37,1,79316,1.8971908990150392,1.5290041565852688,1,0,1,0,0.818157350479442,0
703,1,18717,-0.4304742762225292,0.01776991642029159,1,0,1,1,-0.20040669688899754,0
233,1,32358,-0.14277936614904438,-0.1122891309748204,1,0,1,0,-0.2594946664877192,0
47,1,70159,1.2711794963493817,-0.3145079980776204,1,0,1,0,-0.4058077340655061,1
515,1,21926,-0.5777009206682416,0.32599455768230756,1,0,1,1,0.07721296979705965,0
750,1,17979,-0.5822065065468682,0.30691213458521605,1,0,1,1,-0.38892545703729986,0
223,0,33358,0.1681060594761953,0.6519631115383002,1,0,0,0,-0.40205611694812693,0
362,1,25989,-0.039813477099252724,-0.25579182660400107,1,0,1,1,-0.2548051450909952,1
910,1,16146,-0.5078643395495284,-0.1732538936514857,1,0,0,0,-0.033459735165625316,0
30,1,90426,1.5441649937014676,-0.027183280257879805,1,0,1,1,-0.39173916987533425,0
724,1,18364,-0.2208320156346651,1.2770900933678146,1,0,1,1,-0.4170625854176435,0
582,1,20617,0.6130989236064404,-0.28362645853756363,1,0,0,1,-0.3701673714504041,0
302,1,28870,0.20070529848037644,-0.29713131102923,1,0,1,1,2.0402466264657004,0
852,1,16713,-0.395754761510759,1.71513162604923,1,0,1,1,1.5600396354411692,0
474,1,22905,-0.6870276368408003,-0.3121210320313101,1,0,0,0,-0.36735365861236974,1
243,1,31704,1.3677845582764063,1.8383996619056755,1,0,1,1,-0.4095593511828852,0
315,1,27927,-0.21142329218223882,0.26566312601904457,1,0,1,1,1.31337080997349,0
24,1,104079,4.694629660715298,0.48905334414129237,1,0,1,1,0.10535009817740328,0
143,1,42150,-0.5374156822240502,-0.20993387133525496,1,0,0,0,-0.3720431800090937,0
572,1,20768,-0.20559253398636904,-0.1140161554609468,0,0,0,1,-0.3870496484786103,0
0,1,324491,2.633324121243601,0.20573617466686203,1,0,0,0,-0.18821394125751528,1
546,1,21295,-0.3933694513397214,-0.2941429466256554,1,0,1,1,-0.08692027908827822,0
585,1,20611,-0.568557231679264,-0.30477652111958614,1,0,1,1,-0.36078832865695626,0
512,1,22004,0.3390532884005598,1.4340497425044547,1,0,1,1,-0.3729810842884385,1
923,1,15984,-0.31597938801272224,0.3431104613722382,1,0,1,1,-0.3983044998307478,1
628,1,20041,-0.1557660548580271,-0.2805582624936442,1,0,1,0,-0.3645399457743354,1
249,1,31443,0.7221606053155504,-0.1780118594160373,1,0,1,1,-0.41049725546223,0
373,1,25659,0.0958841681864444,-0.157676079565532,1,0,0,1,0.03219356438850983,1
739,1,18158,-0.03093482257372371,-0.31573740533893074,1,0,1,1,-0.3476576687461292,1
625,1,20099,0.25132688099906425,0.6193332590746917,1,0,1,1,0.1578727378207114,0
34,1,84734,0.7929248070563338,-0.3163254984228043,1,0,1,1,-0.4114351597415748,0
623,1,20131,-0.11256543731590088,-0.22177290359839263,1,0,1,1,-0.41518677685895394,1
672,1,19413,-0.3499037993341465,-0.3032437536249655,1,0,1,0,-0.3495334773048188,0
505,1,22232,0.13683199278925728,-0.31631219314941345,1,0,0,1,-0.41049725546223,1
56,1,64691,0.8465942859046809,1.0374381701073259,1,0,1,1,-0.4170625854176435,0
895,1,16256,-0.7095555662339336,-0.26218101888626527,1,0,1,1,-0.3983044998307478,0
913,1,16109,-0.6381287783345286,1.3179106721308023,1,0,1,0,-0.34671976446678443,0
657,1,19654,-0.4765902728625903,-0.2788631706636557,1,0,1,1,-0.3195205403657856,1
926,1,15911,-0.722807289406365,-0.2964314536488737,1,0,0,0,-0.4180004896969883,0
375,1,25563,0.6980424691417253,-0.3164798395941376,1,0,1,1,-0.41987629825567785,0
601,1,20340,-0.31412414676858186,-0.31688964201457437,1,0,1,0,-0.14694615296634464,0
535,1,21477,-0.03225999489096685,-0.1560528362118539,1,0,1,1,1.4390499834056916,0
189,1,36881,-0.001383479899201781,0.026343834593325878,1,0,1,1,-0.0006330853885577424,0
466,1,23087,-0.13761119411179615,-0.21364072050193303,1,0,1,1,0.33888826373425546,1
640,1,19840,0.14796344025409963,-0.24612421495824266,1,0,1,1,-0.3645399457743354,0
899,1,16246,-0.5747855415703067,-0.2509087912695759,1,0,1,1,-0.3185826360864408,0
348,1,26443,-0.004563893460585307,1.9029169325776856,1,0,1,1,-0.14694615296634464,1
564,1,20957,-0.35109645441966536,-0.198387555086715,1,0,1,1,-0.4255037239317466,1
737,0,18169,-0.15417584807733534,0.3383072576781579,0,0,0,0,-0.10849207751320833,0
986,1,15400,-0.4723497214474123,-0.3094972321186435,1,0,1,1,-0.149759865804379,1
488,1,22610,-0.4382927928942637,-0.18432388111263487,1,0,1,1,0.234780888726984,0
109,1,48807,-0.6277924342600322,-0.31807913345571226,1,0,1,1,-0.38329803136123114,1
321,1,27662,-0.34526569622379555,-0.31841442634516054,1,0,1,0,-0.41518677685895394,0
612,1,20213,-0.5054790293784907,-0.058275043117511284,1,0,0,1,0.1653759720554697,0
969,1,15591,-0.581278885924798,-0.3076052222424711,1,0,1,0,-0.4086214469035404,1
276,1,29938,-0.46598889432464524,-0.2832219782264832,1,0,0,0,0.5864949934812794,1
393,1,24983,0.02710772492152564,-0.28601874669323024,1,0,0,0,-0.35516090298088754,1
307,1,28353,-0.5494747503109628,-0.29092040941040254,1,0,1,0,0.17100339773153841,0
342,1,26795,0.9434643822951542,-0.1335083809784751,1,0,1,1,0.02000080875702759,0
857,1,16670,-0.5489446813840655,-0.31540477350416063,1,0,1,1,-0.20415831400637668,1
150,1,40898,-0.03345264997648567,-0.31746975193441346,1,0,1,1,-0.26137047504640876,0
678,1,19176,-0.02311630590198921,-0.26998589225731107,1,0,1,1,0.11941866236757509,1
842,1,16798,0.25371219117010185,-0.29551072873023004,1,1,1,1,-0.42362791537305705,1
281,1,29852,0.8578582506012475,0.2827524191621936,1,0,1,1,2.9987847999560735,1
21,1,108069,1.5800771634987567,-0.3095850469230228,1,0,0,0,-0.21166154824113498,0
566,1,20874,0.04513006843603229,4.727312468993414,1,0,1,1,-0.24730191085623693,1
367,0,25929,0.15021623319341296,-0.2862768689970118,1,0,0,0,-0.3898633613166447,0
66,0,57633,2.47046044345442,0.2322322960973097,1,0,0,0,-0.2623083793257535,0
131,1,44170,-0.33029124903894813,-0.1966738358739794,1,0,1,0,-0.16758004711192998,0
104,1,49292,-0.11375809240141971,-0.020400251883247775,1,0,1,1,0.5536683437042119,0
642,1,19817,-0.5787610585220361,-0.25069324584064484,1,0,0,0,-0.40486982978616126,0
258,1,31171,0.37324273418543275,-0.29546815185537945,1,0,1,1,-0.3720431800090937,1
713,1,18506,-0.3715041081052096,-0.29173469214191977,1,0,1,1,-0.34671976446678443,1
746,1,18055,-0.13588847009938007,-0.28995976867158646,1,0,1,0,-0.3270237746005439,1
949,1,15714,-0.6099026079772498,-0.31692689678006863,1,0,1,1,0.017187095918993225,0
968,1,15600,-0.37733486630107943,-0.26140931302959863,1,0,1,1,-0.4245658196524018,0
861,1,16628,-0.5909526438406729,-0.3100001714528159,1,0,0,0,-0.2754390392365806,1
182,1,37578,0.03916679300843818,-0.2794672300755982,1,0,0,0,-0.41424887257960913,0
157,1,40452,-0.22056698117121645,-0.3144494548747009,1,0,0,0,-0.42362791537305705,0
10,1,139050,2.864831725065977,-0.29084589987941406,1,0,1,1,-0.31295521041037205,0
974,1,15525,-0.36699852222658297,-0.31867787075829845,1,0,1,1,-0.41424887257960913,0
41,1,74189,0.09190865123471499,-0.06881281964302828,1,0,1,1,0.7947097434958224,0
370,1,25753,-0.5631240251785671,-0.2617446059190469,1,0,0,0,-0.3251479660418543,0
803,1,17285,-0.4474364818832413,-0.2174167570902433,1,0,0,1,0.1644380677761249,0
13,1,128230,2.1381072262898413,-0.2983048361422989,1,0,1,1,0.2713591556214307,0
